time(seconds),sensor id,humidity,PM_2.5A,PM_2.5B, PM_EPA, AQI, AQI_EPA
1739967600,128729,42.2,0.5,0.326,2.32,2,12
1739967600,221859,35.399,0.867,0.715,3.12,4,17
1739967600,221881,36.799,0.345,0.222,2.74,1,15
1739967600,222275,26.399,15.836,13.789,11.23,60,54
1739967600,222527,43.399,0.804,0.666,2.38,3,13
1739967600,222529,44.0,0.444,0.096,2.11,1,11
1739967600,222537,34.799,0.928,0.601,3.17,4,17
1739967600,222757,38.799,0.258,0.278,2.56,1,14
1739968200,128729,42.0,0.311,0.268,2.29,1,12
1739968200,221859,36.0,0.745,1.036,3.12,5,17
1739968200,221881,37.2,0.398,0.245,2.7,1,15
1739968200,222275,25.199,2.592,2.517,4.94,14,27
1739968200,222527,43.0,0.823,0.754,2.46,4,13
1739968200,222529,43.799,0.252,0.217,2.08,1,11
1739968200,222537,34.399,0.894,0.697,3.2,4,17
1739968200,222757,39.0,0.433,0.532,2.65,2,14
1739968800,128729,41.399,0.247,0.202,2.29,1,12
1739968800,221859,36.6,0.936,0.788,3.07,5,17
1739968800,221881,38.0,0.392,0.396,2.68,2,14
1739968800,222275,25.199,2.831,1.917,4.84,13,26
1739968800,222527,43.799,0.985,0.558,2.39,4,13
1739968800,222529,41.399,0.466,0.173,2.34,1,12
1739968800,222537,35.2,1.459,1.264,3.45,7,19
1739968800,222757,39.2,0.123,0.283,2.48,1,13
1739969400,128729,41.0,0.203,0.222,2.32,1,12
1739969400,221859,35.399,0.721,0.715,3.07,3,17
1739969400,221881,38.0,0.544,0.291,2.68,2,14
1739969400,222275,25.399,1.764,1.09,4.29,7,23
1739969400,222527,43.399,1.034,0.863,2.48,5,13
1739969400,222529,42.399,0.548,0.16,2.3,2,12
1739969400,222537,34.6,0.979,0.882,3.24,5,17
1739969400,222757,38.399,0.19,0.458,2.6,1,14
1739970000,128729,40.399,0.217,0.153,2.37,1,13
1739970000,221859,34.6,1.143,1.177,3.4,6,18
1739970000,221881,38.0,0.291,0.266,2.63,1,14
1739970000,222275,25.199,0.997,0.446,3.94,3,21
1739970000,222527,42.799,1.014,0.644,2.48,4,13
1739970000,222529,41.399,0.471,0.392,2.39,2,13
1739970000,222537,34.0,2.326,2.161,3.97,12,22
1739970000,222757,37.799,0.802,1.056,2.96,5,16
1739970600,128729,40.0,0.247,0.091,2.41,1,13
1739970600,221859,34.2,1.143,0.56,3.27,5,18
1739970600,221881,36.6,0.452,0.577,2.86,2,15
1739970600,222275,24.8,2.137,1.427,4.56,10,25
1739970600,222527,42.0,1.411,0.993,2.76,6,15
1739970600,222529,40.6,0.518,0.112,2.41,1,13
1739970600,222537,30.6,2.843,3.774,4.84,18,26
1739970600,222757,37.6,5.525,5.902,5.5,31,30
1739971200,128729,39.0,0.194,0.138,2.49,1,13
1739971200,221859,34.0,1.288,1.022,3.45,6,19
1739971200,221881,35.799,0.884,0.63,3.08,4,17
1739971200,222275,24.199,2.169,1.433,4.61,10,25
1739971200,222527,41.6,1.304,1.159,2.79,6,15
1739971200,222529,40.799,0.534,0.532,2.5,2,13
1739971200,222537,28.6,2.221,2.807,4.59,13,25
1739971200,222757,37.2,0.538,0.489,2.81,2,15
1739971800,128729,38.6,0.203,0.155,2.53,1,14
1739971800,221859,33.6,1.679,1.368,3.64,8,20
1739971800,221881,35.6,0.528,0.489,2.94,2,16
1739971800,222275,23.199,1.131,0.808,4.27,5,23
1739971800,222527,39.799,1.266,1.169,2.95,6,16
1739971800,222529,40.2,0.762,0.415,2.6,3,14
1739971800,222537,27.399,3.395,4.096,5.33,20,29
1739971800,222757,36.0,0.603,0.727,3.01,3,16
1739972400,128729,38.0,0.303,0.28,2.63,1,14
1739972400,221859,34.0,2.35,1.701,3.87,11,21
1739972400,221881,35.2,0.786,0.697,3.08,3,17
1739972400,222275,22.8,1.31,0.873,4.36,6,24
1739972400,222527,37.6,2.096,1.5,3.45,10,19
1739972400,222529,39.0,0.644,0.347,2.65,2,14
1739972400,222537,26.399,2.728,2.494,4.84,14,26
1739972400,222757,35.799,0.697,1.014,3.14,5,17
1739973000,128729,37.399,0.398,0.196,2.68,1,14
1739973000,221859,33.6,1.475,1.346,3.59,7,19
1739973000,221881,34.6,0.953,0.855,3.24,5,17
1739973000,222275,22.199,1.314,0.764,4.36,5,24
1739973000,222527,35.0,2.112,2.013,3.83,11,21
1739973000,222529,38.2,1.288,0.819,3.03,6,16
1739973000,222537,25.199,2.16,1.816,4.63,11,25
1739973000,222757,35.799,0.926,0.869,3.14,5,17
1739973600,128729,37.0,0.264,0.26,2.72,1,15
1739973600,221859,33.399,1.747,1.372,3.71,8,20
1739973600,221881,34.0,0.642,0.772,3.19,3,17
1739973600,222275,22.0,1.227,0.802,4.38,5,24
1739973600,222527,33.2,1.679,1.576,3.73,8,20
1739973600,222529,38.399,0.957,0.686,2.86,4,15
1739973600,222537,23.8,2.152,2.128,4.8,11,26
1739973600,222757,34.799,0.353,0.815,3.06,3,17
1739974200,128729,37.0,0.452,0.32,2.77,2,15
1739974200,221859,33.399,1.29,1.161,3.5,6,19
1739974200,221881,33.0,0.965,0.831,3.38,5,18
1739974200,222275,21.6,1.199,0.75,4.41,5,24
1739974200,222527,32.0,1.663,1.058,3.73,7,20
1739974200,222529,36.399,1.362,0.581,3.14,5,17
1739974200,222537,23.8,2.745,3.487,5.32,17,29
1739974200,222757,34.799,0.53,0.908,3.12,3,17
1739974800,128729,37.0,0.196,0.291,2.67,1,14
1739974800,221859,32.6,1.356,1.288,3.62,7,20
1739974800,221881,33.2,1.516,1.449,3.67,8,20
1739974800,222275,20.399,1.508,1.06,4.67,7,25
1739974800,222527,33.399,1.758,1.445,3.71,8,20
1739974800,222529,36.6,1.151,0.609,3.07,5,17
1739974800,222537,21.6,3.947,4.222,6.04,22,33
1739974800,222757,34.6,0.609,0.977,3.19,4,17
1739975400,128729,36.399,0.299,0.17,2.72,1,15
1739975400,221859,32.0,1.76,1.203,3.78,8,20
1739975400,221881,32.799,0.731,0.676,3.29,3,18
1739975400,222275,20.0,1.28,0.754,4.55,5,25
1739975400,222527,33.2,2.101,1.04,3.73,8,20
1739975400,222529,36.6,1.385,0.569,3.12,5,17
1739975400,222537,22.8,2.443,3.176,5.25,15,29
1739975400,222757,34.2,0.758,1.274,3.33,5,18
1739976000,128729,36.0,0.175,0.228,2.75,1,15
1739976000,221859,31.199,1.528,1.53,3.85,8,21
1739976000,221881,32.2,0.731,0.646,3.34,3,18
1739976000,222275,20.199,1.627,1.0,4.69,7,26
1739976000,222527,33.799,1.141,1.221,3.47,6,19
1739976000,222529,34.6,1.245,0.735,3.29,5,18
1739976000,222537,22.399,2.516,3.189,5.34,16,29
1739976000,222757,33.799,0.626,1.112,3.31,5,18
1739976600,128729,35.399,0.297,0.126,2.8,1,15
1739976600,221859,32.0,1.717,1.155,3.73,7,20
1739976600,221881,32.0,0.611,0.892,3.41,4,18
1739976600,222275,19.199,1.534,0.719,4.67,6,25
1739976600,222527,33.6,1.8,0.928,3.59,7,19
1739976600,222529,34.799,1.594,0.776,3.38,6,18
1739976600,222537,22.0,1.399,1.495,4.59,7,25
1739976600,222757,33.399,0.733,0.676,3.24,3,17
1739977200,128729,35.0,0.38,0.138,2.89,1,16
1739977200,221859,30.8,1.772,14.801,7.44,46,41
1739977200,221881,32.0,0.91,0.615,3.41,4,18
1739977200,222275,19.399,1.328,0.977,4.71,6,26
1739977200,222527,33.799,1.536,1.245,3.57,7,19
1739977200,222529,35.399,1.735,0.78,3.38,7,18
1739977200,222537,22.199,2.399,3.153,5.3,15,29
1739977200,222757,31.199,0.796,0.949,3.53,5,19
1739977800,128729,34.399,0.207,0.058,2.84,0,15
1739977800,221859,30.8,1.419,7.477,5.4,24,30
1739977800,221881,32.0,1.276,0.841,3.57,6,19
1739977800,222275,19.0,1.288,0.898,4.69,6,26
1739977800,222527,33.399,6.182,5.392,5.91,32,32
1739977800,222529,34.2,1.104,0.53,3.22,4,17
1739977800,222537,21.8,1.173,1.203,4.5,6,24
1739977800,222757,26.6,1.06,1.036,3.98,5,22
1739978400,128729,33.799,0.262,0.177,2.94,1,16
1739978400,221859,30.6,1.52,3.459,4.42,13,24
1739978400,221881,31.399,0.666,0.949,3.46,4,19
1739978400,222275,18.8,1.217,0.8,4.65,5,25
1739978400,222527,33.799,1.737,0.91,3.52,7,19
1739978400,222529,32.399,1.681,0.599,3.53,6,19
1739978400,222537,20.8,1.643,1.618,4.8,8,26
1739978400,222757,24.8,0.825,0.865,4.03,4,22
1739979000,128729,32.6,0.162,0.16,3.04,1,16
1739979000,221859,30.8,1.247,1.427,3.78,7,20
1739979000,221881,31.0,0.804,0.682,3.44,3,19
1739979000,222275,18.399,1.276,0.632,4.69,5,26
1739979000,222527,33.6,1.227,0.79,3.38,5,18
1739979000,222529,33.399,1.556,0.882,3.5,6,19
1739979000,222537,21.399,1.364,1.352,4.64,7,25
1739979000,222757,24.0,0.495,0.599,3.94,2,21
1739979600,128729,31.8,0.245,0.103,3.11,1,17
1739979600,221859,30.6,1.27,1.135,3.74,6,20
1739979600,221881,31.199,0.617,0.882,3.43,3,19
1739979600,222275,18.8,1.54,0.88,4.76,6,26
1739979600,222527,33.2,1.379,1.27,3.57,7,19
1739979600,222529,31.399,1.167,0.871,3.57,5,19
1739979600,222537,21.399,2.31,2.533,5.16,13,28
1739979600,222757,23.0,0.672,0.713,4.13,3,22
1739980200,128729,30.6,0.421,0.209,3.27,1,18
1739980200,221859,30.0,1.243,1.512,3.9,7,21
1739980200,221881,31.199,0.648,0.666,3.43,3,19
1739980200,222275,18.6,1.459,0.886,4.78,6,26
1739980200,222527,33.25,1.452,1.267,3.62,7,20
1739980200,222529,31.0,1.336,0.829,3.65,6,20
1739980200,222537,21.399,1.284,1.403,4.59,7,25
1739980200,222757,23.199,0.737,0.587,4.12,3,22
1739980800,128729,29.6,0.311,0.141,3.3,1,18
1739980800,221859,29.8,1.254,1.127,3.81,6,21
1739980800,221881,31.0,0.908,0.571,3.44,3,19
1739980800,222275,18.0,1.141,0.737,4.67,5,25
1739980800,222527,31.8,1.741,0.957,3.69,7,20
1739980800,222529,31.399,1.08,0.684,3.52,5,19
1739980800,222537,20.6,1.645,1.219,4.71,7,26
1739980800,222757,21.6,0.78,1.04,4.36,5,24
1739981400,128729,29.0,0.179,0.343,3.41,1,18
1739981400,221859,30.8,1.316,0.853,3.67,6,20
1739981400,221881,31.0,0.636,0.495,3.39,3,18
1739981400,222275,17.199,1.407,0.987,4.9,6,27
1739981400,222527,32.0,2.045,1.318,3.88,9,21
1739981400,222529,31.8,1.651,0.611,3.59,6,19
1739981400,222537,21.199,1.651,1.491,4.76,8,26
1739981400,222757,20.6,0.689,0.886,4.39,4,24
1739982000,128729,28.8,0.567,0.232,3.48,2,19
1739982000,221859,31.0,1.036,1.036,3.6,5,20
1739982000,221881,31.0,0.735,0.619,3.44,3,19
1739982000,222275,17.0,0.995,0.615,4.7,4,26
1739982000,222527,31.8,1.53,1.346,3.74,7,20
1739982000,222529,31.0,1.264,0.693,3.6,5,20
1739982000,222537,21.6,1.479,1.475,4.67,8,25
1739982000,222757,21.199,0.719,0.835,4.34,4,24
1739982600,128729,28.6,0.524,0.043,3.44,1,19
1739982600,221859,30.8,1.268,1.27,3.78,7,20
1739982600,221881,30.199,0.768,0.601,3.51,3,19
1739982600,222275,15.599,1.161,0.691,4.88,5,27
1739982600,222527,30.0,1.715,1.114,3.9,7,21
1739982600,222529,29.199,1.006,0.349,3.6,3,19
1739982600,222537,22.0,1.721,1.278,4.64,8,25
1739982600,222757,22.0,0.429,0.687,4.17,3,23
1739983200,128729,28.399,0.454,0.245,3.46,1,19
1739983200,221859,30.399,1.058,1.034,3.65,5,20
1739983200,221881,30.8,0.638,0.307,3.36,2,18
1739983200,222275,15.0,0.76,0.489,4.77,3,26
1739983200,222527,30.0,1.743,1.064,3.9,7,21
1739983200,222529,28.199,0.918,0.595,3.74,4,20
1739983200,222537,21.199,2.181,2.013,5.02,11,27
1739983200,222757,21.199,0.473,0.827,4.24,3,23
1739983800,128729,28.199,0.295,0.151,3.42,1,19
1739983800,221859,30.6,1.439,1.225,3.79,7,21
1739983800,221881,30.8,0.359,0.431,3.3,2,18
1739983800,222275,15.0,1.201,0.833,4.98,5,27
1739983800,222527,31.0,1.106,0.613,3.55,5,19
1739983800,222529,27.6,0.745,0.524,3.69,3,20
1739983800,222537,20.399,3.471,3.565,5.83,19,32
1739983800,222757,20.6,0.827,0.977,4.45,5,24
1739984400,128729,29.0,0.411,0.141,3.41,1,18
1739984400,221859,29.399,1.219,0.967,3.79,6,21
1739984400,221881,31.0,0.394,0.409,3.29,2,18
1739984400,222275,14.4,0.587,0.668,4.82,3,26
1739984400,222527,30.6,1.415,0.686,3.69,6,20
1739984400,222529,28.199,1.094,0.743,3.79,5,21
1739984400,222537,20.6,1.052,0.808,4.45,5,24
1739984400,222757,19.399,0.626,0.563,4.39,3,24
1739985000,128729,29.0,0.433,0.179,3.41,1,18
1739985000,221859,28.8,0.941,0.971,3.79,5,21
1739985000,221881,30.8,0.562,0.573,3.41,3,18
1739985000,222275,14.599,0.928,0.615,4.91,4,27
1739985000,222527,29.0,0.892,0.579,3.62,3,20
1739985000,222529,26.6,0.8,0.546,3.82,3,21
1739985000,222537,20.199,0.959,1.07,4.53,5,25
1739985000,222757,19.199,0.532,0.558,4.36,2,24
1739985600,128729,29.0,0.427,0.119,3.41,1,18
1739985600,221859,30.0,0.865,0.945,3.64,5,20
1739985600,221881,30.399,0.522,0.357,3.34,2,18
1739985600,222275,15.0,0.686,0.493,4.77,3,26
1739985600,222527,27.8,1.195,0.81,3.88,5,21
1739985600,222529,28.0,1.088,0.583,3.76,4,20
1739985600,222537,20.8,1.824,2.245,5.01,11,27
1739985600,222757,19.8,0.39,0.52,4.31,2,23
1739986200,128729,29.0,0.213,0.141,3.35,1,18
1739986200,221859,30.6,1.02,1.068,3.64,5,20
1739986200,221881,30.6,0.662,0.504,3.43,3,19
1739986200,222275,15.0,0.926,0.686,4.88,4,27
1739986200,222527,27.399,0.898,0.526,3.76,3,20
1739986200,222529,27.199,0.888,0.644,3.82,4,21
1739986200,222537,20.399,0.987,0.878,4.46,5,24
1739986200,222757,19.399,0.815,0.861,4.5,4,24
1739986800,128729,29.8,0.278,0.266,3.34,1,18
1739986800,221859,29.6,1.461,1.366,3.93,7,21
1739986800,221881,29.8,0.762,0.565,3.55,3,19
1739986800,222275,15.599,1.223,0.668,4.88,5,27
1739986800,222527,27.399,1.199,0.983,3.96,6,22
1739986800,222529,28.6,1.133,0.701,3.76,5,20
1739986800,222537,20.199,1.881,2.374,5.11,11,28
1739986800,222757,19.199,0.819,0.908,4.57,5,25
1739987400,128729,30.0,0.276,0.32,3.32,1,18
1739987400,221859,29.199,1.215,0.918,3.81,6,21
1739987400,221881,29.8,0.429,0.524,3.44,2,19
1739987400,222275,15.8,1.042,0.502,4.81,4,26
1739987400,222527,27.6,1.671,1.012,4.05,7,22
1739987400,222529,28.0,1.012,0.863,3.81,5,21
1739987400,222537,21.0,1.175,0.985,4.52,6,25
1739987400,222757,18.8,0.52,0.922,4.5,3,24
1739988000,128729,30.0,0.175,0.22,3.27,1,18
1739988000,221859,29.0,1.274,0.957,3.83,6,21
1739988000,221881,30.0,0.477,0.326,3.37,2,18
1739988000,222275,16.0,1.048,0.735,4.84,5,26
1739988000,222527,27.8,1.118,0.79,3.88,5,21
1739988000,222529,27.6,1.177,0.892,3.89,5,21
1739988000,222537,21.199,1.659,1.808,4.81,9,26
1739988000,222757,19.0,0.617,0.739,4.48,3,24
1739988600,128729,30.0,0.343,0.177,3.32,1,18
1739988600,221859,28.8,1.199,8.4,5.78,26,32
1739988600,221881,29.6,0.835,0.739,3.62,4,20
1739988600,222275,16.0,0.9,0.664,4.79,4,26
1739988600,222527,27.399,1.227,0.632,3.86,5,21
1739988600,222529,27.199,1.6,0.817,4.03,6,22
1739988600,222537,22.6,1.56,1.471,4.59,8,25
1739988600,222757,19.8,0.652,0.882,4.46,4,24
1739989200,128729,30.0,0.173,0.22,3.27,1,18
1739989200,221859,28.6,1.358,3.025,4.44,12,24
1739989200,221881,29.6,0.668,0.817,3.57,3,19
1739989200,222275,16.199,0.894,0.882,4.83,5,26
1739989200,222527,28.0,1.074,0.699,3.81,5,21
1739989200,222529,28.6,1.314,0.957,3.86,6,21
1739989200,222537,22.199,0.951,1.104,4.36,5,24
1739989200,222757,20.199,0.617,0.776,4.38,3,24
1739989800,128729,29.8,0.301,0.241,3.34,1,18
1739989800,221859,28.8,1.026,18.498,8.4,51,48
1739989800,221881,29.199,0.361,0.5,3.44,2,19
1739989800,222275,16.6,1.108,0.778,4.79,5,26
1739989800,222527,27.399,1.149,0.928,3.91,5,21
1739989800,222529,28.0,1.118,0.768,3.81,5,21
1739989800,222537,21.399,1.187,0.993,4.48,6,24
1739989800,222757,21.0,0.562,0.571,4.25,3,23
1739990400,128729,30.0,0.376,0.245,3.32,1,18
1739990400,221859,28.8,1.151,12.951,6.99,39,38
1739990400,221881,29.0,0.508,0.607,3.56,3,19
1739990400,222275,16.199,1.114,0.52,4.77,4,26
1739990400,222527,26.8,0.951,0.882,3.91,5,21
1739990400,222529,26.199,1.387,1.042,4.12,6,22
1739990400,222537,23.0,1.852,2.04,4.76,10,26
1739990400,222757,21.399,0.466,0.699,4.22,3,23
1739991000,128729,30.0,0.217,0.213,3.27,1,18
1739991000,221859,28.6,1.318,1.608,4.07,8,22
1739991000,221881,29.0,0.768,0.609,3.62,3,20
1739991000,222275,16.0,0.991,0.717,4.84,5,26
1739991000,222527,26.0,1.177,0.967,4.09,6,22
1739991000,222529,27.0,1.469,0.843,4.05,6,22
1739991000,222537,22.0,0.971,1.191,4.43,6,24
1739991000,222757,21.8,0.55,0.756,4.24,3,23
1739991600,128729,30.0,0.431,0.134,3.32,1,18
1739991600,221859,28.399,1.338,1.725,4.09,8,22
1739991600,221881,29.0,0.55,0.721,3.56,3,19
1739991600,222275,16.6,1.747,1.689,5.21,9,28
1739991600,222527,26.199,1.451,0.993,4.12,6,22
1739991600,222529,26.8,1.05,0.855,3.96,5,22
1739991600,222537,22.6,1.395,1.294,4.48,7,24
1739991600,222757,22.199,0.585,0.477,4.1,2,22
1739992200,128729,29.8,0.32,0.2,3.34,1,18
1739992200,221859,28.6,1.449,1.177,3.97,7,22
1739992200,221881,30.199,0.831,0.591,3.51,3,19
1739992200,222275,16.0,1.004,0.851,4.84,5,26
1739992200,222527,26.0,1.254,0.8,4.03,5,22
1739992200,222529,27.399,1.179,0.703,3.86,5,21
1739992200,222537,23.199,1.245,1.177,4.38,6,24
1739992200,222641,18.0,1.139,0.91,4.72,5,26
1739992200,222757,23.0,0.747,0.812,4.19,4,23
1739992800,128729,30.0,0.314,0.278,3.32,1,18
1739992800,221859,28.0,1.51,1.514,4.12,8,22
1739992800,221881,29.5,0.78,0.839,3.63,4,20
1739992800,222275,16.0,1.739,1.044,5.1,7,28
1739992800,222527,27.0,1.153,1.012,4.0,6,22
1739992800,222529,27.199,0.951,0.77,3.88,5,21
1739992800,222537,23.399,1.29,1.145,4.36,6,24
1739992800,222641,17.8,0.684,1.151,4.69,5,26
1739992800,222757,22.6,0.691,0.788,4.17,3,23
1739993400,128729,30.0,0.446,0.149,3.32,1,18
1739993400,221859,27.6,1.425,1.286,4.1,7,22
1739993400,221881,30.0,0.741,0.739,3.53,3,19
1739993400,222275,16.0,5.921,4.988,7.25,30,40
1739993400,222527,27.8,1.364,0.924,3.93,6,21
1739993400,222529,27.0,0.941,0.817,3.89,5,21
1739993400,222537,23.0,1.141,1.118,4.34,6,24
1739993400,222641,17.199,0.766,0.922,4.69,4,26
1739993400,222757,23.8,0.804,0.92,4.17,5,23
1739994000,128729,30.0,0.237,0.185,3.27,1,18
1739994000,221859,27.6,1.576,1.403,4.16,8,23
1739994000,221881,29.6,0.898,0.654,3.62,4,20
1739994000,222275,16.6,1.745,1.108,5.05,7,28
1739994000,222527,29.6,1.143,0.812,3.72,5,20
1739994000,222529,27.399,1.409,0.674,3.91,5,21
1739994000,222537,24.199,1.179,1.348,4.35,7,24
1739994000,222641,18.399,0.827,0.997,4.64,5,25
1739994000,222757,24.8,0.715,1.038,4.08,5,22
1739994600,128729,30.0,0.485,0.272,3.37,2,18
1739994600,221859,28.199,1.473,1.104,4.0,7,22
1739994600,221881,29.0,0.953,0.859,3.72,5,20
1739994600,222275,17.0,1.752,1.322,5.07,8,28
1739994600,222527,32.2,1.26,0.851,3.55,6,19
1739994600,222529,27.6,1.536,0.815,4.0,6,22
1739994600,222537,24.399,1.945,2.512,4.8,12,26
1739994600,222641,18.199,0.782,0.798,4.6,4,25
1739994600,222757,25.6,0.802,0.689,3.91,3,21
1739995200,128729,30.199,0.514,0.283,3.36,2,18
1739995200,221859,28.8,1.602,1.62,4.11,8,22
1739995200,221881,29.0,0.937,0.802,3.72,5,20
1739995200,222275,17.399,1.372,1.096,4.88,6,27
1739995200,222527,33.0,0.993,0.693,3.32,4,18
1739995200,222529,27.399,1.276,0.853,3.96,6,22
1739995200,222537,25.199,2.092,2.209,4.73,12,26
1739995200,222641,19.6,0.415,0.79,4.37,3,24
1739995200,222757,25.6,0.63,0.786,3.91,3,21
1739995800,128729,31.0,0.295,0.318,3.23,1,17
1739995800,221859,27.8,1.292,1.421,4.09,7,22
1739995800,221881,28.8,0.743,0.603,3.63,3,20
1739995800,222275,18.199,1.661,1.268,4.97,8,27
1739995800,222527,34.0,1.379,0.81,3.4,6,18
1739995800,222529,26.399,1.272,0.829,4.05,6,22
1739995800,222537,25.8,2.755,2.875,4.99,15,27
1739995800,222641,20.399,0.762,1.092,4.46,5,24
1739995800,222757,25.0,0.912,0.628,4.01,4,22
1739996400,128729,31.0,0.272,0.234,3.23,1,17
1739996400,221859,27.8,1.747,1.538,4.19,8,23
1739996400,221881,29.0,0.839,0.707,3.67,4,20
1739996400,222275,17.8,1.518,0.936,4.84,6,26
1739996400,222527,34.0,1.181,0.713,3.29,5,18
1739996400,222529,27.399,1.219,0.829,3.91,5,21
1739996400,222537,25.6,1.058,1.677,4.28,7,23
1739996400,222641,20.75,0.635,0.875,4.38,4,24
1739996400,222757,26.0,0.581,0.93,3.93,4,21
1739997000,128729,31.6,0.431,0.119,3.18,1,17
1739997000,221859,28.399,1.707,1.372,4.09,8,22
1739997000,221881,29.0,0.772,0.764,3.67,4,20
1739997000,222275,17.8,1.477,1.058,4.9,7,27
1739997000,222527,33.0,1.183,0.936,3.48,6,19
1739997000,222529,27.6,1.195,1.1,3.95,6,21
1739997000,222537,26.0,1.911,2.172,4.56,11,25
1739997000,222641,19.399,0.634,0.752,4.44,3,24
1739997000,222757,27.199,0.941,0.973,3.93,5,21
1739997600,128729,32.0,0.343,0.471,3.2,2,17
1739997600,221859,28.0,2.39,2.236,4.54,12,25
1739997600,221881,28.8,0.951,0.995,3.79,5,21
1739997600,222275,17.6,1.294,0.941,4.81,6,26
1739997600,222527,33.0,1.699,1.381,3.69,8,20
1739997600,222529,28.8,1.342,1.0,3.9,6,21
1739997600,222537,26.199,1.624,1.955,4.43,10,24
1739997600,222641,19.0,0.752,1.046,4.58,5,25
1739997600,222757,28.199,0.847,0.853,3.74,4,20
1739998200,128729,32.799,0.504,0.363,3.13,2,17
1739998200,221859,27.8,1.965,1.971,4.4,11,24
1739998200,221881,28.6,1.209,1.171,3.91,6,21
1739998200,222275,18.8,1.475,0.922,4.76,6,26
1739998200,222527,33.799,1.395,0.926,3.47,6,19
1739998200,222529,26.8,0.916,0.977,3.91,5,21
1739998200,222537,26.6,2.351,2.588,4.77,13,26
1739998200,222641,20.199,0.705,1.034,4.48,5,24
1739998200,222757,28.8,0.798,0.845,3.69,4,20
1739998800,128729,33.0,0.65,0.579,3.22,3,17
1739998800,221859,28.0,1.76,1.608,4.23,9,23
1739998800,221881,28.6,0.861,1.07,3.81,5,21
1739998800,222275,19.8,1.939,1.161,4.88,8,27
1739998800,222527,33.799,1.528,0.739,3.41,6,18
1739998800,222529,27.0,1.332,1.133,4.05,6,22
1739998800,222537,26.399,1.663,1.282,4.26,8,23
1739998800,222641,21.166,0.814,1.021,4.4,5,24
1739998800,222757,29.0,0.699,1.07,3.72,5,20
1739999400,128729,33.2,0.33,0.421,3.1,2,17
1739999400,221859,28.0,1.514,1.618,4.17,8,23
1739999400,221881,28.6,1.042,0.91,3.81,5,21
1739999400,222275,21.6,1.643,0.886,4.57,7,25
1739999400,222527,33.799,1.681,0.91,3.52,7,19
1739999400,222529,26.199,1.227,0.936,4.07,6,22
1739999400,222537,27.0,1.637,1.538,4.26,8,23
1739999400,222641,23.25,0.937,1.014,4.27,5,23
1739999400,222757,29.399,0.843,0.845,3.64,4,20
1740000000,128729,33.399,0.272,0.318,3.03,1,16
1740000000,221859,28.0,1.758,1.756,4.28,10,23
1740000000,221881,28.399,1.131,1.05,3.88,6,21
1740000000,222275,22.6,1.314,0.993,4.43,6,24
1740000000,222527,34.2,1.209,1.312,3.48,7,19
1740000000,222529,27.8,1.407,1.092,3.98,6,22
1740000000,222537,26.8,1.231,1.512,4.17,7,23
1740000000,222641,24.199,0.774,1.004,4.14,5,22
1740000000,222757,30.0,0.886,0.92,3.64,5,20
1740000600,128729,34.0,0.46,0.232,2.98,1,16
1740000600,221859,29.0,1.971,1.985,4.3,11,23
1740000600,221881,28.8,0.839,0.65,3.63,3,20
1740000600,222275,23.0,1.687,1.183,4.5,7,25
1740000600,222527,34.6,1.725,1.028,3.5,7,19
1740000600,222529,31.199,1.217,0.908,3.64,6,20
1740000600,222537,27.0,1.324,1.55,4.16,7,23
1740000600,222641,25.8,0.833,0.93,4.0,5,22
1740000600,222757,30.199,0.841,0.778,3.57,4,19
1740001200,128729,34.0,0.479,0.378,3.03,2,16
1740001200,221859,29.399,1.963,1.866,4.21,10,23
1740001200,221881,29.6,1.014,1.12,3.77,6,20
1740001200,222275,23.199,1.415,1.102,4.43,7,24
1740001200,222527,35.2,1.473,0.916,3.34,6,18
1740001200,222529,32.0,1.344,1.022,3.62,6,20
1740001200,222537,27.199,3.172,3.467,5.13,18,28
1740001200,222641,26.399,0.699,0.975,3.89,4,21
1740001200,222757,30.399,0.774,0.843,3.55,4,19
1740001800,128729,34.799,0.577,0.587,3.06,3,17
1740001800,221859,28.8,2.085,1.969,4.32,11,23
1740001800,221881,29.399,1.135,1.056,3.79,6,21
1740001800,222275,23.8,1.504,1.312,4.43,7,24
1740001800,222527,35.799,1.312,1.016,3.29,6,18
1740001800,222529,32.799,1.362,1.044,3.55,6,19
1740001800,222537,27.6,1.393,1.975,4.26,9,23
1740001800,222641,27.0,0.88,1.181,3.95,5,21
1740001800,222757,30.199,0.835,0.892,3.62,5,20
1740002400,128729,35.0,0.762,0.648,3.1,3,17
1740002400,221859,29.0,2.974,3.383,4.93,17,27
1740002400,221881,29.6,1.239,1.526,3.93,7,21
1740002400,222275,24.399,2.001,1.431,4.54,9,25
1740002400,222527,35.2,1.622,0.774,3.34,6,18
1740002400,222529,31.8,1.739,1.004,3.74,7,20
1740002400,222537,28.399,1.489,1.346,4.04,7,22
1740002400,222641,27.199,1.092,1.145,3.98,6,22
1740002400,222757,30.199,0.713,0.914,3.57,4,19
1740003000,128729,35.0,0.904,0.502,3.1,3,17
1740003000,221859,29.0,2.097,2.064,4.35,11,24
1740003000,221881,30.0,1.622,1.717,4.05,9,22
1740003000,222275,25.0,2.121,1.947,4.64,11,25
1740003000,222527,36.0,1.449,0.922,3.28,6,18
1740003000,222529,33.0,1.639,1.028,3.59,7,19
1740003000,222537,28.399,2.314,2.508,4.56,13,25
1740003000,222641,27.399,0.833,1.03,3.86,5,21
