time(seconds),sensor id,humidity,PM_2.5A,PM_2.5B, PM_EPA, AQI, AQI_EPA
1740912000,222757,36.6,1.614,2.431,3.643,11,20
1740912600,128729,40.0,0.855,1.129,2.826,5,15
1740912600,221859,33.2,2.708,3.112,4.408,16,24
1740912600,221881,34.0,1.953,1.949,3.867,11,21
1740912600,221905,34.0,2.748,1.965,4.077,13,22
1740912600,222275,30.0,2.033,1.004,3.95,8,21
1740912600,222527,40.2,3.569,2.564,3.909,17,21
1740912600,222529,40.2,2.713,1.548,3.385,11,18
1740912600,222537,34.0,3.553,2.915,4.496,17,24
1740912600,222641,31.8,1.421,2.569,4.057,11,22
1740912600,222757,36.799,2.108,2.266,3.731,12,20
1740913200,128729,40.0,0.989,0.89,2.774,5,15
1740913200,221859,33.2,2.846,2.641,4.303,15,23
1740913200,221881,33.799,1.927,1.832,3.832,10,21
1740913200,221905,33.6,2.894,1.979,4.111,13,22
1740913200,222275,30.0,2.045,1.493,4.107,10,22
1740913200,222527,40.799,3.391,2.681,3.805,16,21
1740913200,222529,40.2,3.176,1.608,3.542,13,19
1740913200,222537,33.6,2.986,2.318,4.268,15,23
1740913200,222641,32.2,1.943,2.745,4.18,12,23
1740913200,222757,37.0,1.911,2.561,3.713,12,20
1740913800,128729,40.0,0.886,0.806,2.721,4,15
1740913800,221859,33.0,2.763,3.028,4.425,16,24
1740913800,221881,33.6,1.832,1.905,3.849,10,21
1740913800,221905,34.0,2.66,2.419,4.129,13,22
1740913800,222275,30.0,2.113,1.264,4.055,9,22
1740913800,222527,41.0,3.831,2.494,3.893,17,21
1740913800,222529,40.2,2.958,1.602,3.49,12,19
1740913800,222537,33.799,4.405,3.589,4.933,22,27
1740913800,222641,31.8,1.451,2.597,4.057,11,22
1740913800,222757,37.2,1.792,2.656,3.696,12,20
1740914400,128729,39.799,1.106,1.036,2.896,6,16
1740914400,221859,33.0,2.745,3.237,4.477,16,24
1740914400,221881,33.0,2.326,2.096,4.058,12,22
1740914400,221905,33.6,2.576,1.913,4.006,12,22
1740914400,222275,29.399,2.08,1.022,4.054,8,22
1740914400,222527,40.399,2.991,3.18,3.892,17,21
1740914400,222529,39.399,2.676,1.671,3.507,12,19
1740914400,222537,33.799,3.564,1.971,4.304,15,23
1740914400,222641,32.0,2.236,2.7,4.302,13,23
1740914400,222757,37.6,1.739,2.451,3.609,11,20
1740915000,128729,39.799,1.334,1.004,2.948,6,16
1740915000,221859,32.399,3.657,4.296,5.053,22,28
1740915000,221881,33.0,2.053,2.149,4.006,11,22
1740915000,221905,33.399,2.762,2.524,4.233,14,23
1740915000,222275,29.6,2.105,1.254,4.089,9,22
1740915000,222527,40.0,3.818,2.737,4.031,18,22
1740915000,222529,39.6,3.459,1.663,3.699,14,20
1740915000,222537,33.799,4.506,4.363,5.142,24,28
1740915000,222641,31.8,1.822,2.279,4.109,11,22
1740915000,222757,37.399,1.594,2.379,3.574,11,19
1740915600,128729,39.0,1.096,0.947,2.912,5,16
1740915600,221859,32.799,2.979,3.041,4.495,16,24
1740915600,221881,33.2,2.367,2.22,4.093,12,22
1740915600,221905,33.799,3.303,2.938,4.461,17,24
1740915600,222275,29.6,2.347,1.82,4.299,11,23
1740915600,222527,40.2,3.495,1.834,3.7,15,20
1740915600,222529,40.799,3.822,1.459,3.596,14,19
1740915600,222537,33.6,5.314,5.719,5.736,30,31
1740915600,222641,31.8,2.379,2.779,4.371,14,24
1740915600,222757,37.799,1.875,2.498,3.645,12,20
1740916200,128729,39.0,1.092,1.102,2.965,6,16
1740916200,221859,33.799,3.108,3.254,4.513,17,25
1740916200,221881,34.2,1.897,1.798,3.745,10,20
1740916200,221905,33.6,3.52,2.274,4.373,16,24
1740916200,222275,27.199,2.254,2.35,4.611,12,25
1740916200,222527,41.6,3.435,2.132,3.631,15,20
1740916200,222529,40.399,3.258,1.431,3.473,12,19
1740916200,222537,33.799,3.217,2.592,4.356,16,24
1740916200,222641,33.0,1.983,2.001,3.953,11,21
1740916200,222757,37.6,1.834,2.315,3.609,11,20
1740916800,128729,39.0,1.088,0.993,2.912,5,16
1740916800,221859,33.6,4.024,3.875,4.897,21,27
1740916800,221881,34.2,2.081,1.784,3.798,10,21
1740916800,221905,33.0,3.017,2.81,4.425,16,24
1740916800,222275,24.199,2.613,2.048,4.869,12,27
1740916800,222527,41.6,3.414,2.315,3.684,16,20
1740916800,222529,40.2,5.32,1.661,4.119,19,22
1740916800,222537,34.0,2.446,2.032,3.972,12,22
1740916800,222641,33.0,1.75,2.43,4.006,11,22
1740916800,222757,38.399,1.774,2.415,3.54,11,19
1740917400,128729,39.0,1.233,0.861,2.912,5,16
1740917400,221859,33.2,3.939,3.716,4.879,21,27
1740917400,221881,34.2,2.899,2.633,4.269,15,23
1740917400,221905,31.399,2.411,2.403,4.301,13,23
1740917400,222275,23.199,2.479,1.624,4.851,11,26
1740917400,222527,41.2,3.435,2.177,3.666,15,20
1740917400,222529,40.399,4.046,2.438,3.944,17,21
1740917400,222537,33.799,2.339,2.665,4.147,13,23
1740917400,222641,32.2,1.889,2.696,4.18,12,23
1740917400,222757,37.6,1.483,2.601,3.557,11,19
1740918000,128729,38.399,1.054,1.594,3.121,7,17
1740918000,221859,32.799,3.524,3.83,4.862,20,27
1740918000,221881,34.2,2.652,2.716,4.217,15,23
1740918000,221905,27.199,2.604,1.776,4.558,12,25
1740918000,222275,23.0,2.545,1.691,4.868,11,27
1740918000,222527,40.6,4.246,2.528,4.032,18,22
1740918000,222529,39.6,5.443,2.02,4.275,20,23
1740918000,222537,33.0,3.181,2.303,4.32,15,24
1740918000,222641,32.2,1.784,3.145,4.284,13,23
1740918000,222757,37.0,2.153,3.012,3.923,14,21
1740918600,128729,38.0,1.078,1.421,3.103,6,17
1740918600,221859,32.2,3.713,4.027,5.018,21,27
1740918600,221881,34.0,2.224,2.254,3.972,12,22
1740918600,221905,25.6,2.495,1.806,4.696,12,26
1740918600,222275,23.8,2.982,2.129,5.061,14,28
1740918600,222527,40.6,3.974,2.517,3.927,17,21
1740918600,222529,38.399,3.589,2.371,4.012,16,22
1740918600,222537,33.0,2.955,2.894,4.425,16,24
1740918600,222641,32.0,1.971,2.782,4.249,13,23
1740918600,222757,36.6,2.561,2.955,4.062,15,22
1740919200,128729,38.0,1.495,1.191,3.156,7,17
1740919200,221859,31.6,4.222,3.411,5.017,21,27
1740919200,221881,33.799,2.692,2.221,4.147,13,23
1740919200,221905,25.6,2.407,1.933,4.696,12,26
1740919200,222275,22.8,3.271,3.149,5.461,17,30
1740919200,222527,40.399,4.307,3.072,4.206,20,23
1740919200,222529,37.799,3.494,2.141,3.959,15,21
1740919200,222537,31.399,3.248,2.758,4.615,16,25
1740919200,222641,31.0,1.832,2.532,4.231,12,23
1740919200,222757,37.0,1.975,3.244,3.923,14,21
1740919800,128729,37.799,1.187,1.828,3.278,8,18
1740919800,221859,31.0,3.854,3.656,5.069,21,28
1740919800,221881,32.6,2.156,2.565,4.197,13,23
1740919800,221905,23.8,2.209,2.04,4.799,11,26
1740919800,222275,22.8,3.216,2.934,5.409,17,30
1740919800,222527,40.0,4.459,3.232,4.293,21,23
1740919800,222529,37.2,3.455,2.275,4.063,16,22
1740919800,222537,29.6,3.1,3.759,4.98,18,27
1740919800,222641,30.199,2.092,3.125,4.509,14,25
1740919800,222757,36.799,2.866,3.165,4.15,16,23
1740920400,128729,37.0,1.556,1.37,3.347,8,18
1740920400,221859,31.0,4.498,4.112,5.331,23,29
1740920400,221881,32.2,2.061,2.596,4.18,12,23
1740920400,221905,23.0,2.621,1.885,4.973,12,27
1740920400,222275,23.0,3.02,2.383,5.182,15,28
1740920400,222527,39.2,4.488,2.35,4.153,18,23
1740920400,222529,36.799,3.415,1.977,3.993,15,22
1740920400,222537,29.0,3.104,2.807,4.822,16,26
1740920400,222641,30.6,2.644,2.628,4.475,14,24
1740920400,222757,36.399,2.545,3.105,4.08,15,22
1740921000,128729,37.0,1.532,1.413,3.347,8,18
1740921000,221859,30.199,4.339,4.508,5.452,24,30
1740921000,221881,31.8,2.498,2.501,4.319,13,23
1740921000,221905,22.8,2.512,2.012,4.99,12,27
1740921000,222275,23.0,3.371,2.89,5.392,17,29
1740921000,222527,39.0,4.314,2.458,4.17,18,23
1740921000,222529,35.799,2.858,2.435,4.027,14,22
1740921000,222537,27.399,4.631,5.134,5.956,27,33
1740921000,222641,30.199,2.423,3.069,4.562,15,25
1740921000,222757,35.6,2.037,3.177,4.044,14,22
1740921600,128729,36.399,1.254,1.153,3.241,6,18
1740921600,221859,30.399,4.011,3.629,5.121,21,28
1740921600,221881,32.0,2.532,2.267,4.249,13,23
1740921600,221905,22.8,3.032,1.951,5.095,13,28
1740921600,222275,22.0,3.541,3.113,5.583,18,31
1740921600,222527,37.6,4.578,2.814,4.448,20,24
1740921600,222529,35.799,3.581,2.386,4.236,16,23
1740921600,222537,25.399,3.544,3.532,5.395,19,29
1740921600,222641,30.399,2.144,3.314,4.544,15,25
1740921600,222757,35.2,2.303,2.919,4.078,14,22
1740922200,128729,36.0,1.598,1.465,3.433,8,19
1740922200,221859,30.199,4.003,3.447,5.086,20,28
1740922200,221881,31.399,2.887,1.939,4.301,13,23
1740922200,221905,22.399,2.637,2.097,5.077,13,28
1740922200,222275,21.0,3.081,2.29,5.355,15,29
1740922200,222527,36.2,4.814,3.233,4.726,22,26
1740922200,222529,35.0,2.863,2.037,4.043,13,22
1740922200,222537,25.0,2.592,2.994,5.062,15,28
1740922200,222641,30.6,2.395,3.185,4.579,15,25
1740922200,222757,35.2,2.5,3.513,4.288,16,23
1740922800,128729,35.799,1.711,1.524,3.503,8,19
1740922800,221859,29.8,4.674,4.094,5.487,24,30
1740922800,221881,31.6,2.774,2.454,4.388,14,24
1740922800,221905,21.199,2.605,2.41,5.233,13,29
1740922800,222275,20.199,3.311,2.701,5.581,16,31
1740922800,222527,34.799,4.772,3.024,4.794,21,26
1740922800,222529,34.6,3.692,1.83,4.235,15,23
1740922800,222537,24.8,4.102,4.392,5.813,23,32
1740922800,222641,30.0,2.839,2.923,4.684,16,26
1740922800,222757,34.6,2.512,3.073,4.235,15,23
1740923400,128729,35.0,1.133,1.193,3.362,6,18
1740923400,221859,29.6,3.326,3.145,4.875,17,27
1740923400,221881,31.0,2.52,2.43,4.388,13,24
1740923400,221905,21.399,2.407,2.271,5.111,12,28
1740923400,222275,20.6,3.589,3.283,5.756,18,31
1740923400,222527,34.399,4.572,2.402,4.619,19,25
1740923400,222529,33.399,3.701,2.217,4.443,16,24
1740923400,222537,24.199,3.628,3.22,5.446,18,30
1740923400,222641,29.8,2.286,3.367,4.648,15,25
1740923400,222757,34.2,2.287,3.528,4.322,16,24
1740924000,128729,35.0,1.756,1.185,3.519,8,19
1740924000,221859,30.0,3.665,3.704,5.103,20,28
1740924000,221881,31.0,2.12,1.645,4.073,10,22
1740924000,221905,23.0,2.81,1.639,4.92,12,27
1740924000,222275,20.0,2.782,2.787,5.493,15,30
1740924000,222527,34.0,4.121,2.811,4.653,19,25
1740924000,222529,34.2,4.08,2.508,4.531,18,25
1740924000,222537,23.6,2.854,2.927,5.235,16,29
1740924000,222641,29.0,2.136,2.625,4.508,13,25
1740924000,222757,34.0,2.008,2.958,4.129,13,22
1740924600,128729,34.6,1.437,1.481,3.553,8,19
1740924600,221859,29.8,4.025,3.41,5.12,20,28
1740924600,221881,31.0,2.157,1.923,4.126,11,22
1740924600,221905,22.6,2.549,2.176,5.059,13,28
1740924600,222275,20.199,2.971,2.434,5.424,15,30
1740924600,222527,33.6,4.333,2.474,4.635,18,25
1740924600,222529,33.399,3.137,2.673,4.391,16,24
1740924600,222537,22.0,2.684,2.751,5.268,15,29
1740924600,222641,28.0,2.545,3.221,4.856,16,26
1740924600,222757,33.6,2.597,3.358,4.426,16,24
1740925200,128729,34.0,1.199,1.544,3.553,7,19
1740925200,221859,29.0,3.524,2.597,4.875,17,27
1740925200,221881,30.0,2.64,2.6,4.526,14,25
1740925200,221905,21.5,2.64,2.157,5.154,13,28
1740925200,222275,20.6,2.621,2.886,5.441,15,30
1740925200,222527,32.399,4.403,3.109,4.948,21,27
1740925200,222529,32.0,4.032,2.827,4.773,18,26
1740925200,222537,21.6,2.814,3.112,5.46,16,30
1740925200,222641,26.8,2.241,2.56,4.697,13,26
1740925200,222757,33.2,2.664,3.228,4.408,16,24
1740925800,128729,33.6,1.316,1.153,3.482,6,19
1740925800,221859,28.399,3.838,3.35,5.188,20,28
1740925800,221881,30.0,2.637,2.471,4.526,14,25
1740925800,221905,20.8,2.763,2.232,5.267,13,29
1740925800,222275,20.0,2.823,2.302,5.388,14,29
1740925800,222527,32.2,4.349,2.541,4.756,18,26
1740925800,222529,32.2,4.323,2.657,4.808,19,26
1740925800,222537,20.399,2.462,3.117,5.459,15,30
1740925800,222641,24.199,2.33,2.255,4.869,12,27
1740925800,222757,31.6,2.621,2.898,4.493,15,24
1740926400,128729,32.799,1.284,1.171,3.552,6,19
1740926400,221859,27.399,3.274,12.805,7.58,44,42
1740926400,221881,28.6,2.462,2.56,4.595,13,25
1740926400,221905,20.0,2.636,2.342,5.336,13,29
1740926400,222275,19.6,3.244,2.181,5.475,15,30
1740926400,222527,31.8,4.246,3.089,4.948,20,27
1740926400,222529,30.6,3.831,2.18,4.684,16,26
1740926400,222537,21.199,4.381,4.91,6.333,25,35
1740926400,222641,22.199,2.697,2.709,5.251,15,29
1740926400,222757,28.0,2.748,2.487,4.699,14,26
1740927000,128729,32.0,1.372,1.274,3.673,7,20
1740927000,221859,26.399,2.712,31.742,12.487,65,56
1740927000,221881,27.6,2.725,2.918,4.838,15,26
1740927000,221905,20.0,2.741,1.77,5.231,12,29
1740927000,222275,20.0,2.581,2.439,5.336,13,29
1740927000,222527,31.0,4.525,3.081,5.069,21,28
1740927000,222529,28.8,3.097,1.814,4.577,13,25
1740927000,222537,20.199,3.299,4.336,6.0,21,33
1740927000,222641,20.6,2.1,2.221,5.127,12,28
1740927000,222757,24.399,2.581,2.883,5.062,15,28
1740927600,128729,31.0,1.3,1.129,3.707,6,20
1740927600,221859,25.8,3.088,51.2,17.726,84,66
1740927600,221881,26.6,2.471,2.148,4.662,12,25
1740927600,221905,18.8,2.561,2.101,5.335,12,29
1740927600,222275,19.199,2.668,1.917,5.3,12,29
1740927600,222527,30.0,4.298,2.728,4.998,19,27
1740927600,222529,27.0,2.391,2.132,4.628,12,25
1740927600,222537,19.0,2.689,3.517,5.737,17,31
1740927600,222641,19.8,2.084,2.819,5.353,13,29
1740927600,222757,20.8,2.593,2.648,5.319,14,29
1740928200,128729,30.199,1.086,1.114,3.723,6,20
1740928200,221859,25.199,3.56,85.695,35.478,123,100
1740928200,221881,26.8,2.887,2.028,4.75,13,26
1740928200,221905,18.0,2.208,2.077,5.299,11,29
1740928200,222275,17.6,2.621,2.791,5.648,15,31
1740928200,222527,29.399,4.049,2.736,4.997,18,27
1740928200,222529,26.0,2.938,2.213,4.871,14,27
1740928200,222537,18.0,3.604,4.45,6.294,22,34
1740928200,222641,18.399,2.116,2.197,5.317,12,29
1740928200,222757,19.6,2.104,2.319,5.213,12,28
1740928800,128729,29.0,1.197,0.985,3.827,6,21
1740928800,221859,25.399,3.664,161.768,68.563,169,159
1740928800,221881,26.199,2.262,2.193,4.644,12,25
1740928800,221905,17.8,2.294,2.173,5.368,12,29
1740928800,222275,17.199,3.652,3.701,6.206,20,34
1740928800,222527,29.399,4.397,2.088,4.893,17,27
1740928800,222529,24.6,2.887,2.466,5.044,15,28
1740928800,222537,17.0,2.47,2.387,5.542,13,30
1740928800,222641,18.199,2.104,3.141,5.544,14,30
1740928800,222757,20.399,1.816,2.597,5.144,12,28
1740929400,128729,28.6,1.788,1.463,4.123,8,22
1740929400,221859,24.399,2.721,75.275,28.681,109,83
1740929400,221881,25.399,2.283,1.973,4.661,11,25
1740929400,221905,17.399,2.302,2.077,5.403,12,30
1740929400,222275,16.8,2.504,2.49,5.612,13,31
1740929400,222527,29.0,4.304,2.645,5.084,19,28
1740929400,222529,24.199,3.044,2.411,5.079,15,28
1740929400,222537,17.199,2.391,2.741,5.63,14,31
1740929400,222641,17.0,1.885,2.431,5.437,12,30
1740929400,222757,19.399,1.681,2.208,5.073,10,28
1740930000,128729,27.199,1.35,1.256,4.087,7,22
1740930000,221859,23.6,2.6,28.64,11.89,62,55
1740930000,221881,25.0,2.696,1.812,4.8,12,26
1740930000,221905,18.0,2.274,1.588,5.194,10,28
1740930000,222275,16.399,2.092,2.358,5.489,12,30
1740930000,222527,27.6,4.129,2.466,5.1,18,28
1740930000,222529,24.399,2.903,2.363,5.009,14,27
1740930000,222537,17.399,2.302,2.721,5.56,13,30
1740930000,222641,16.8,1.985,2.084,5.35,11,29
1740930000,222757,19.0,1.409,2.081,5.003,9,27
1740930600,128729,26.0,1.802,1.135,4.295,8,23
1740930600,221859,23.199,2.97,2.394,5.165,15,28
1740930600,221881,24.6,1.556,1.679,4.468,8,24
1740930600,221905,19.0,1.979,1.465,5.003,9,27
1740930600,222275,17.0,2.883,2.568,5.699,15,31
1740930600,222527,26.8,3.197,2.524,4.959,16,27
1740930600,222529,24.6,3.29,2.088,5.044,15,28
1740930600,222537,16.0,2.319,2.291,5.576,12,30
1740930600,222641,17.199,1.608,2.0,5.211,10,28
1740930600,222757,19.199,1.522,1.788,4.986,9,27
1740931200,128729,25.0,1.334,1.286,4.276,7,23
1740931200,221859,22.8,2.431,2.782,5.147,14,28
1740931200,221881,24.0,1.743,1.522,4.52,8,25
1740931200,221905,17.8,1.987,1.665,5.159,10,28
1740931200,222275,16.199,2.021,1.637,5.297,10,29
1740931200,222527,26.199,3.669,2.439,5.116,17,28
1740931200,222529,23.399,2.032,1.846,4.729,10,26
1740931200,222537,16.8,2.613,2.81,5.717,15,31
1740931200,222641,16.199,1.598,1.693,5.192,8,28
1740931200,222757,19.199,1.368,1.608,4.881,8,27
1740931800,128729,24.199,1.219,0.963,4.24,6,23
1740931800,221859,22.8,2.418,2.645,5.095,13,28
1740931800,221881,23.6,2.339,1.578,4.764,11,26
1740931800,221905,17.199,1.85,1.655,5.211,10,28
1740931800,222275,16.0,2.363,1.768,5.471,11,30
1740931800,222527,26.199,3.27,2.212,4.906,15,27
1740931800,222529,22.0,2.806,2.109,5.164,13,28
1740931800,222537,16.399,2.367,3.033,5.751,15,31
1740931800,222641,14.8,1.61,1.616,5.313,8,29
1740931800,222757,18.8,1.334,1.625,4.915,8,27
1740932400,128729,23.399,1.193,1.058,4.309,6,23
1740932400,221859,22.199,2.076,2.419,4.989,12,27
1740932400,221881,23.0,2.263,1.536,4.763,10,26
1740932400,221905,17.0,2.04,1.772,5.28,10,29
1740932400,222275,15.0,2.318,1.374,5.4,10,30
1740932400,222527,26.0,3.144,2.307,4.924,15,27
1740932400,222529,21.8,2.951,1.953,5.181,13,28
1740932400,222537,15.8,2.874,3.576,6.065,17,33
1740932400,222641,14.599,1.508,2.008,5.435,10,30
1740932400,222757,17.6,1.673,1.804,5.124,9,28
1740933000,128729,23.0,1.124,1.074,4.344,6,24
1740933000,221859,21.6,2.517,2.508,5.198,13,28
1740933000,221881,22.8,1.949,1.969,4.833,11,26
1740933000,221905,16.6,1.81,1.685,5.21,9,28
1740933000,222275,14.199,2.351,1.614,5.574,11,30
1740933000,222527,26.0,3.172,2.141,4.924,15,27
1740933000,222529,21.399,2.649,1.627,5.006,11,27
1740933000,222537,16.0,3.482,3.438,6.205,19,34
1740933000,222641,14.599,1.526,1.903,5.382,9,29
1740933000,222757,17.399,1.26,1.566,4.984,7,27
1740933600,128729,22.6,0.837,0.953,4.273,5,23
1740933600,221859,21.0,2.291,1.967,5.04,11,28
1740933600,221881,22.199,2.18,1.659,4.832,10,26
1740933600,221905,16.6,1.637,1.469,5.157,8,28
1740933600,222275,14.0,2.342,1.542,5.539,10,30
1740933600,222527,25.399,3.271,2.081,4.975,15,27
1740933600,222529,20.8,2.588,1.625,5.057,11,28
1740933600,222537,15.4,3.101,3.274,6.099,17,33
1740933600,222641,14.4,1.631,1.907,5.452,10,30
1740933600,222757,17.8,1.104,1.453,4.897,7,27
1740934200,128729,22.0,0.916,0.959,4.325,5,24
1740934200,221859,21.8,1.993,2.12,4.971,11,27
1740934200,221881,22.0,1.852,1.868,4.849,10,26
1740934200,221905,16.199,1.6,1.203,5.087,7,28
1740934200,222275,13.599,1.987,1.276,5.416,8,30
1740934200,222527,24.0,3.121,1.546,4.886,12,27
1740934200,222529,21.199,2.418,1.659,4.971,11,27
1740934200,222537,15.4,1.804,2.204,5.471,11,30
1740934200,222641,14.199,1.179,1.709,5.26,7,29
1740934200,222757,17.0,1.387,1.467,5.018,7,27
1740934800,128729,22.0,1.094,0.886,4.378,5,24
1740934800,221859,21.0,2.216,2.0,5.04,11,28
1740934800,221881,21.0,1.31,1.512,4.673,7,25
1740934800,221905,16.6,1.243,1.36,5.0,7,27
1740934800,222275,12.8,1.973,1.55,5.59,10,31
1740934800,222527,23.0,2.478,1.455,4.815,11,26
1740934800,222529,21.399,3.108,2.021,5.268,14,29
1740934800,222537,15.0,2.391,2.66,5.767,13,32
1740934800,222641,14.199,1.705,1.697,5.417,9,30
1740934800,222757,17.0,0.945,1.159,4.861,6,27
1740935400,128729,21.8,1.058,0.912,4.395,5,24
1740935400,221859,20.0,1.883,2.013,5.022,10,27
1740935400,221881,21.0,1.447,0.995,4.569,6,25
1740935400,221905,16.6,1.57,1.264,5.053,7,28
1740935400,222275,12.0,1.808,1.137,5.502,8,30
1740935400,222527,21.6,2.649,1.481,4.988,11,27
1740935400,222529,21.399,2.617,1.485,5.006,11,27
1740935400,222537,15.599,1.431,1.776,5.244,8,29
1740935400,222641,13.599,1.185,1.796,5.364,8,29
1740935400,222757,16.399,1.1,1.27,4.965,6,27
1740936000,128729,22.0,0.939,0.88,4.325,5,24
1740936000,221859,20.399,1.768,1.977,4.987,10,27
1740936000,221881,20.6,1.147,1.381,4.655,7,25
1740936000,221905,16.6,1.155,1.217,4.948,6,27
1740936000,222275,11.8,1.907,1.292,5.571,8,30
1740936000,222527,21.0,2.157,1.159,4.831,9,26
1740936000,222529,20.6,2.311,1.675,5.022,11,27
1740936000,222537,15.8,1.816,2.101,5.436,11,30
1740936000,222641,13.199,1.137,1.334,5.241,6,29
1740936000,222757,16.199,1.006,1.187,4.93,6,27
1740936600,128729,22.0,1.37,1.082,4.482,6,24
1740936600,221859,20.0,2.017,1.879,5.022,10,27
1740936600,221881,21.399,1.514,1.08,4.587,7,25
1740936600,221905,17.199,1.802,1.443,5.106,8,28
1740936600,222275,12.0,1.83,1.463,5.554,8,30
1740936600,222527,21.399,2.569,1.137,4.901,10,27
1740936600,222529,19.8,2.192,1.61,5.039,10,27
1740936600,222537,15.0,14.614,14.976,12.212,60,56
1740936600,222641,12.599,1.205,1.465,5.345,7,29
1740936600,222757,17.399,0.867,1.453,4.879,6,27
1740937200,128729,22.8,1.389,1.294,4.466,7,24
1740937200,221859,20.8,1.87,1.55,4.848,9,26
1740937200,221881,21.0,1.276,1.346,4.621,7,25
1740937200,221905,17.399,1.421,1.185,4.931,7,27
1740937200,222275,12.4,2.383,1.55,5.729,11,31
1740937200,222527,21.8,2.311,1.114,4.762,9,26
1740937200,222529,21.199,2.684,1.637,5.075,12,28
1740937200,222537,15.0,6.969,7.82,8.335,41,46
1740937200,222641,13.0,1.127,1.413,5.311,7,29
1740937200,222757,17.6,0.916,1.116,4.757,5,26
1740937800,128729,23.0,1.149,1.245,4.396,6,24
1740937800,221859,20.399,1.681,1.643,4.882,9,27
1740937800,221881,21.0,1.264,1.088,4.569,6,25
1740937800,221905,18.199,1.179,0.983,4.758,6,26
1740937800,222275,12.0,2.113,1.334,5.606,9,31
1740937800,222527,22.0,2.689,1.243,4.902,11,27
1740937800,222529,21.199,2.62,1.461,4.971,11,27
1740937800,222537,15.4,1.844,1.497,5.313,9,29
1740937800,222641,13.199,1.247,1.391,5.293,7,29
1740937800,222757,17.199,1.092,1.28,4.896,6,27
1740938400,128729,23.199,1.149,1.143,4.327,6,24
1740938400,221859,21.0,1.971,1.971,4.988,11,27
1740938400,221881,21.199,1.187,1.397,4.604,7,25
1740938400,221905,18.6,1.616,1.362,4.933,8,27
1740938400,222275,12.0,1.768,1.135,5.502,8,30
1740938400,222527,22.0,2.347,1.802,4.954,11,27
1740938400,222529,20.8,2.418,1.348,4.953,10,27
1740938400,222537,16.399,2.2,2.18,5.489,12,30
1740938400,222641,13.8,1.185,1.627,5.294,7,29
1740938400,222757,17.199,1.191,1.048,4.844,6,26
1740939000,128729,24.0,1.977,1.824,4.677,10,25
1740939000,221859,21.0,1.834,1.804,4.883,10,27
1740939000,221881,22.0,1.094,1.389,4.482,6,24
1740939000,221905,19.8,1.651,1.143,4.777,7,26
1740939000,222275,12.199,2.295,1.508,5.694,10,31
1740939000,222527,22.0,1.838,1.487,4.744,9,26
1740939000,222529,19.399,1.477,1.207,4.759,7,26
1740939000,222537,16.6,1.911,1.745,5.262,10,29
1740939000,222641,13.8,1.304,1.606,5.346,8,29
1740939000,222757,17.399,0.951,1.36,4.879,6,27
1740939600,128729,24.0,1.395,1.127,4.362,7,24
1740939600,221859,21.0,1.965,1.766,4.935,10,27
1740939600,221881,22.0,1.37,1.163,4.535,7,25
1740939600,221905,20.8,1.586,1.445,4.743,8,26
1740939600,222275,12.599,2.763,2.056,5.922,13,32
1740939600,222527,21.8,1.955,1.415,4.762,9,26
1740939600,222529,20.199,1.685,1.124,4.742,7,26
1740939600,222537,16.8,2.113,1.806,5.35,11,29
1740939600,222641,13.599,1.161,1.481,5.259,7,29
1740939600,222757,17.6,1.0,1.274,4.809,6,26
1740940200,128729,24.0,1.256,1.05,4.31,6,23
1740940200,221859,21.6,1.828,2.148,4.936,11,27
1740940200,221881,22.399,1.137,0.979,4.396,6,24
1740940200,221905,20.8,1.461,1.334,4.691,7,26
1740940200,222275,12.0,1.897,1.264,5.554,8,30
1740940200,222527,22.199,2.323,1.245,4.78,10,26
1740940200,222529,20.8,1.695,1.191,4.691,7,26
1740940200,222537,17.199,1.616,1.955,5.211,10,28
1740940200,222641,14.4,1.264,1.618,5.242,7,29
1740940200,222757,18.0,0.985,1.159,4.775,6,26
1740940800,128729,23.8,0.983,0.908,4.17,5,23
1740940800,221859,21.199,1.866,1.848,4.918,10,27
1740940800,221881,22.399,1.286,1.163,4.448,6,24
1740940800,221905,21.0,1.61,1.26,4.673,7,25
1740940800,222275,13.0,1.56,0.989,5.311,7,29
1740940800,222527,22.399,1.868,1.29,4.658,8,25
1740940800,222529,19.8,1.217,1.06,4.62,6,25
1740940800,222537,17.6,3.45,3.751,6.119,20,33
1740940800,222641,14.599,1.124,1.612,5.225,7,29
1740940800,222757,17.6,1.032,1.159,4.809,6,26
1740941400,128729,23.6,0.936,1.006,4.24,5,23
1740941400,221859,21.399,1.887,1.697,4.849,10,26
1740941400,221881,22.0,1.522,1.038,4.535,7,25
1740941400,221905,20.399,1.441,1.447,4.725,7,26
1740941400,222275,13.0,1.6,1.145,5.363,7,29
1740941400,222527,21.6,1.687,1.195,4.622,7,25
1740941400,222529,19.399,1.743,0.979,4.811,7,26
1740941400,222537,17.399,1.423,1.314,4.984,7,27
1740941400,222641,14.599,1.05,1.161,5.068,6,28
1740941400,222757,18.199,1.056,1.221,4.758,6,26
1740942000,128729,23.399,0.888,0.77,4.152,4,23
1740942000,221859,22.0,2.069,1.614,4.797,10,26
1740942000,221881,22.0,1.5,1.364,4.587,7,25
1740942000,221905,21.199,1.423,1.328,4.656,7,25
1740942000,222275,13.0,2.279,1.435,5.625,10,31
1740942000,222527,21.6,2.367,1.048,4.779,9,26
1740942000,222529,19.0,1.804,0.796,4.793,7,26
